WorkerId|WorkTimeInSeconds|Query|URL|Relevance
15936088|32|dinosaurs|http://www.newworldencyclopedia.org/entry/Dinosaur|3
46413109|9|dinosaurs|http://www.newworldencyclopedia.org/entry/Dinosaur|3
78420884|10|dinosaurs|http://www.newworldencyclopedia.org/entry/Dinosaur|3
57613321|108|dinosaurs|http://en.wikipedia.org/wiki/dinosaur|3
89387375|31|dinosaurs|http://en.wikipedia.org/wiki/dinosaur|3
46413109|5|dinosaurs|http://en.wikipedia.org/wiki/dinosaur|3
15936088|17|dinosaurs|http://en.wikipedia.org/wiki/dinosaur|3
28823178|17|dinosaurs|http://en.wikipedia.org/wiki/dinosaur|3
15936088|22|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurus|1
28823178|48|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurus|3
89387375|32|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurus|1
53473290|194|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurus|1
18701702|47|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurus|2
52563451|81|dinosaurs|http://web.me.com/dinoruss/dinos/exhibit.html|-1
30927442|46|dinosaurs|http://web.me.com/dinoruss/dinos/exhibit.html|-1
46413109|9|dinosaurs|http://web.me.com/dinoruss/dinos/exhibit.html|0
15936088|12|dinosaurs|http://web.me.com/dinoruss/dinos/exhibit.html|0
28823178|19|dinosaurs|http://web.me.com/dinoruss/dinos/exhibit.html|-1
66294383|15|dinosaurs|http://en.wikipedia.org/wiki/Ankylosaurus_magniventris|3
89410112|37|dinosaurs|http://en.wikipedia.org/wiki/Ankylosaurus_magniventris|2
15936088|28|dinosaurs|http://en.wikipedia.org/wiki/Ankylosaurus_magniventris|2
28823178|17|dinosaurs|http://en.wikipedia.org/wiki/Ankylosaurus_magniventris|3
46413109|5|dinosaurs|http://en.wikipedia.org/wiki/Ankylosaurus_magniventris|1
15936088|14|dinosaurs|http://en.wikipedia.org/wiki/Special:Search/Dinosaurs|0
81679165|89|dinosaurs|http://en.wikipedia.org/wiki/Special:Search/Dinosaurs|0
66294383|30|dinosaurs|http://en.wikipedia.org/wiki/Special:Search/Dinosaurs|3
28823178|16|dinosaurs|http://en.wikipedia.org/wiki/Special:Search/Dinosaurs|3
46413109|4|dinosaurs|http://en.wikipedia.org/wiki/Special:Search/Dinosaurs|1
89387375|38|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurs_in_popular_culture|3
53473290|14|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurs_in_popular_culture|1
66294383|49|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurs_in_popular_culture|2
28823178|13|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurs_in_popular_culture|3
42495638|22|dinosaurs|http://en.wikipedia.org/wiki/Dinosaurs_in_popular_culture|1
81230049|33|arizona game and fish|http://www.azgfd.gov/h_f/hunting_fishing.shtml|3
28823178|20|arizona game and fish|http://www.azgfd.gov/h_f/hunting_fishing.shtml|0
46413109|6|arizona game and fish|http://www.azgfd.gov/h_f/hunting_fishing.shtml|0
15936088|24|arizona game and fish|http://www.azgfd.gov/h_f/hunting_fishing.shtml|2
20577687|27|arizona game and fish|http://www.azgfd.gov/h_f/hunting_fishing.shtml|3
82152269|30|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southwest.shtml|3
78420884|44|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southwest.shtml|0
84942866|8|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southwest.shtml|2
15936088|20|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southwest.shtml|3
53473290|12|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southwest.shtml|1
18701702|26|arizona game and fish|http://www.azgfd.gov/h_f/OverTheCounter.shtml|3
46413109|4|arizona game and fish|http://www.azgfd.gov/h_f/OverTheCounter.shtml|0
89410112|51|arizona game and fish|http://www.azgfd.gov/h_f/OverTheCounter.shtml|2
15936088|31|arizona game and fish|http://www.azgfd.gov/h_f/OverTheCounter.shtml|2
28823178|53|arizona game and fish|http://www.azgfd.gov/h_f/OverTheCounter.shtml|0
46413109|3|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southeast.shtml|3
15936088|46|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southeast.shtml|0
17896755|82|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southeast.shtml|3
28823178|18|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southeast.shtml|0
32705082|73|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_southeast.shtml|0
89410112|27|arizona game and fish|http://azgfd.gov/|3
15936088|21|arizona game and fish|http://azgfd.gov/|2
46413109|8|arizona game and fish|http://azgfd.gov/|3
88906115|28|arizona game and fish|http://azgfd.gov/|1
28823178|19|arizona game and fish|http://azgfd.gov/|3
15936088|36|arizona game and fish|http://phoenix.about.com/od/sportsandrecreation/a/hunting.htm|2
28823178|20|arizona game and fish|http://phoenix.about.com/od/sportsandrecreation/a/hunting.htm|1
65138413|27|arizona game and fish|http://phoenix.about.com/od/sportsandrecreation/a/hunting.htm|2
46413109|5|arizona game and fish|http://phoenix.about.com/od/sportsandrecreation/a/hunting.htm|0
20577687|81|arizona game and fish|http://phoenix.about.com/od/sportsandrecreation/a/hunting.htm|3
66294383|30|arizona game and fish|http://www.azgfd.gov/h_f/fishing_rules.shtml|3
53473290|12|arizona game and fish|http://www.azgfd.gov/h_f/fishing_rules.shtml|3
81679165|45|arizona game and fish|http://www.azgfd.gov/h_f/fishing_rules.shtml|3
28823178|15|arizona game and fish|http://www.azgfd.gov/h_f/fishing_rules.shtml|3
46413109|4|arizona game and fish|http://www.azgfd.gov/h_f/fishing_rules.shtml|1
32705082|47|arizona game and fish|http://www.fws.gov/southwest/refuges/arizona/cibola.html|1
28823178|29|arizona game and fish|http://www.fws.gov/southwest/refuges/arizona/cibola.html|3
18701702|57|arizona game and fish|http://www.fws.gov/southwest/refuges/arizona/cibola.html|0
15936088|23|arizona game and fish|http://www.fws.gov/southwest/refuges/arizona/cibola.html|0
46413109|5|arizona game and fish|http://www.fws.gov/southwest/refuges/arizona/cibola.html|3
52953475|142|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_fishing.shtml|3
28823178|16|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_fishing.shtml|3
17896755|19|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_fishing.shtml|3
18701702|165|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_fishing.shtml|3
15936088|13|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_fishing.shtml|3
28823178|20|arizona game and fish|http://www.azgfd.gov/|3
89410112|271|arizona game and fish|http://www.azgfd.gov/|1
46413109|16|arizona game and fish|http://www.azgfd.gov/|1
81679165|110|arizona game and fish|http://www.azgfd.gov/|1
18701702|134|arizona game and fish|http://www.azgfd.gov/|3
28823178|16|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_white.shtml|-1
84942866|89|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_white.shtml|2
46413109|3|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_white.shtml|-1
15936088|116|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_white.shtml|3
95485632|93|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_white.shtml|3
15936088|23|arizona game and fish|http://en.wikipedia.org/wiki/Rainbow_Lake_(Arizona)|2
66294383|48|arizona game and fish|http://en.wikipedia.org/wiki/Rainbow_Lake_(Arizona)|1
66244722|77|arizona game and fish|http://en.wikipedia.org/wiki/Rainbow_Lake_(Arizona)|0
28823178|19|arizona game and fish|http://en.wikipedia.org/wiki/Rainbow_Lake_(Arizona)|3
46413109|5|arizona game and fish|http://en.wikipedia.org/wiki/Rainbow_Lake_(Arizona)|2
53473290|78|arizona game and fish|http://www.fishingrssfeeds.com/taxonomy/term/3|1
75212305|22|arizona game and fish|http://www.fishingrssfeeds.com/taxonomy/term/3|0
28823178|14|arizona game and fish|http://www.fishingrssfeeds.com/taxonomy/term/3|-1
18701702|25|arizona game and fish|http://www.fishingrssfeeds.com/taxonomy/term/3|-1
46413109|7|arizona game and fish|http://www.fishingrssfeeds.com/taxonomy/term/3|-1
53473290|27|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_north.shtml|3
18701702|23|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_north.shtml|3
66294383|60|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_north.shtml|0
46413109|5|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_north.shtml|-1
28823178|45|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_north.shtml|3
75212305|22|arizona game and fish|http://www.gf.state.az.us/h_f/where_fish.shtml|2
66294383|18|arizona game and fish|http://www.gf.state.az.us/h_f/where_fish.shtml|3
46413109|6|arizona game and fish|http://www.gf.state.az.us/h_f/where_fish.shtml|3
28823178|14|arizona game and fish|http://www.gf.state.az.us/h_f/where_fish.shtml|3
15936088|53|arizona game and fish|http://www.gf.state.az.us/h_f/where_fish.shtml|0
28823178|18|arizona game and fish|http://www.azgfd.net/wildlife/uncategorized/last-minute-gift-ideas-from-game-and-fish/2008/12/22/|3
66294383|49|arizona game and fish|http://www.azgfd.net/wildlife/uncategorized/last-minute-gift-ideas-from-game-and-fish/2008/12/22/|2
46413109|6|arizona game and fish|http://www.azgfd.net/wildlife/uncategorized/last-minute-gift-ideas-from-game-and-fish/2008/12/22/|0
15936088|26|arizona game and fish|http://www.azgfd.net/wildlife/uncategorized/last-minute-gift-ideas-from-game-and-fish/2008/12/22/|2
20577687|55|arizona game and fish|http://www.azgfd.net/wildlife/uncategorized/last-minute-gift-ideas-from-game-and-fish/2008/12/22/|2
66294383|34|arizona game and fish|http://www.azgfd.gov/h_f/hunting.shtml|1
34372420|226|arizona game and fish|http://www.azgfd.gov/h_f/hunting.shtml|3
15936088|15|arizona game and fish|http://www.azgfd.gov/h_f/hunting.shtml|3
28823178|16|arizona game and fish|http://www.azgfd.gov/h_f/hunting.shtml|1
46413109|9|arizona game and fish|http://www.azgfd.gov/h_f/hunting.shtml|1
28823178|14|arizona game and fish|http://www.discoverseaz.com/Outdoor/Fishing.html|3
15936088|21|arizona game and fish|http://www.discoverseaz.com/Outdoor/Fishing.html|2
89410112|27|arizona game and fish|http://www.discoverseaz.com/Outdoor/Fishing.html|3
18701702|31|arizona game and fish|http://www.discoverseaz.com/Outdoor/Fishing.html|3
46413109|4|arizona game and fish|http://www.discoverseaz.com/Outdoor/Fishing.html|3
28823178|346|arizona game and fish|http://discoverseaz.com/Outdoor/Fishing.html|0
17896755|61|arizona game and fish|http://discoverseaz.com/Outdoor/Fishing.html|3
18701702|28|arizona game and fish|http://discoverseaz.com/Outdoor/Fishing.html|-1
82152269|9|arizona game and fish|http://discoverseaz.com/Outdoor/Fishing.html|2
15936088|23|arizona game and fish|http://discoverseaz.com/Outdoor/Fishing.html|2
28823178|19|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_rules.shtml|3
15936088|15|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_rules.shtml|3
78420884|6|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_rules.shtml|3
53473290|26|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_rules.shtml|1
18701702|50|arizona game and fish|http://www.gf.state.az.us/h_f/hunting_rules.shtml|3
28823178|73|arizona game and fish|http://www.gf.state.az.us/h_f/OverTheCounter.shtml|3
89410112|22|arizona game and fish|http://www.gf.state.az.us/h_f/OverTheCounter.shtml|0
46413109|5|arizona game and fish|http://www.gf.state.az.us/h_f/OverTheCounter.shtml|3
41292283|4|arizona game and fish|http://www.gf.state.az.us/h_f/OverTheCounter.shtml|3
15936088|16|arizona game and fish|http://www.gf.state.az.us/h_f/OverTheCounter.shtml|0
15936088|28|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_central.shtml|3
28823178|29|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_central.shtml|3
78420884|9|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_central.shtml|0
89387375|24|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_central.shtml|3
75212305|28|arizona game and fish|http://www.azgfd.gov/h_f/where_fish_central.shtml|-1
42495638|14|arizona game and fish|http://www.azgfd.net/wildlife/hunting-news/reminder-hunting-seasons-that-carry-over-into-january-require-a-2009-hunting-license/2009/01/05/|3
89410112|19|arizona game and fish|http://www.azgfd.net/wildlife/hunting-news/reminder-hunting-seasons-that-carry-over-into-january-require-a-2009-hunting-license/2009/01/05/|2
46413109|4|arizona game and fish|http://www.azgfd.net/wildlife/hunting-news/reminder-hunting-seasons-that-carry-over-into-january-require-a-2009-hunting-license/2009/01/05/|3
32705082|78|arizona game and fish|http://www.azgfd.net/wildlife/hunting-news/reminder-hunting-seasons-that-carry-over-into-january-require-a-2009-hunting-license/2009/01/05/|3
28823178|17|arizona game and fish|http://www.azgfd.net/wildlife/hunting-news/reminder-hunting-seasons-that-carry-over-into-january-require-a-2009-hunting-license/2009/01/05/|1
53473290|24|arizona game and fish|http://www.azgfd.gov/h_f/hunting_rules.shtml|3
46413109|7|arizona game and fish|http://www.azgfd.gov/h_f/hunting_rules.shtml|3
32705082|44|arizona game and fish|http://www.azgfd.gov/h_f/hunting_rules.shtml|0
28823178|21|arizona game and fish|http://www.azgfd.gov/h_f/hunting_rules.shtml|3
15936088|16|arizona game and fish|http://www.azgfd.gov/h_f/hunting_rules.shtml|3
53473290|23|arizona game and fish|http://www.azgfd.gov/eservices/index.shtml|-1
46413109|17|arizona game and fish|http://www.azgfd.gov/eservices/index.shtml|3
28823178|30|arizona game and fish|http://www.azgfd.gov/eservices/index.shtml|3
58850211|2937|arizona game and fish|http://www.azgfd.gov/eservices/index.shtml|3
15936088|30|arizona game and fish|http://www.azgfd.gov/eservices/index.shtml|2
18701702|16|arizona game and fish|http://www.azgfd.gov/h_f/urban_at_glance.shtml|3
53473290|19|arizona game and fish|http://www.azgfd.gov/h_f/urban_at_glance.shtml|3
28823178|46|arizona game and fish|http://www.azgfd.gov/h_f/urban_at_glance.shtml|0
32705082|36|arizona game and fish|http://www.azgfd.gov/h_f/urban_at_glance.shtml|3
46413109|5|arizona game and fish|http://www.azgfd.gov/h_f/urban_at_glance.shtml|3
34372420|56|wedding budget calculator|http://wedding-planner.fimark.net/|3
28823178|28|wedding budget calculator|http://wedding-planner.fimark.net/|3
53473290|52|wedding budget calculator|http://wedding-planner.fimark.net/|0
15936088|35|wedding budget calculator|http://wedding-planner.fimark.net/|2
82152269|125|wedding budget calculator|http://wedding-planner.fimark.net/|2
46413109|11|wedding budget calculator|http://www.perfectweddingguide.com/|3
17896755|76|wedding budget calculator|http://www.perfectweddingguide.com/|3
84942866|7|wedding budget calculator|http://www.perfectweddingguide.com/|1
15936088|26|wedding budget calculator|http://www.perfectweddingguide.com/|2
28823178|19|wedding budget calculator|http://www.perfectweddingguide.com/|3
46413109|25|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planner.html|3
89410112|28|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planner.html|2
28823178|21|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planner.html|3
66294383|18|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planner.html|2
15936088|20|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planner.html|3
89387375|34|wedding budget calculator|http://www.miamiweddingplanner.com/weddingbudget-planner.htm|2
58850211|38|wedding budget calculator|http://www.miamiweddingplanner.com/weddingbudget-planner.htm|3
18701702|70|wedding budget calculator|http://www.miamiweddingplanner.com/weddingbudget-planner.htm|3
53473290|15|wedding budget calculator|http://www.miamiweddingplanner.com/weddingbudget-planner.htm|3
15936088|33|wedding budget calculator|http://www.miamiweddingplanner.com/weddingbudget-planner.htm|3
89387375|39|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Wedding-Cakes.html|-1
18701702|27|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Wedding-Cakes.html|-1
72465272|15|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Wedding-Cakes.html|-1
15936088|22|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Wedding-Cakes.html|0
28823178|29|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Wedding-Cakes.html|-1
46413109|13|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planning-tips.html|3
15936088|41|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planning-tips.html|2
28823178|13|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planning-tips.html|0
89410112|20|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planning-tips.html|1
66294383|20|wedding budget calculator|http://wedding-planner.fimark.net/wedding-planning-tips.html|2
15936088|41|wedding budget calculator|http://pittsburgh.perfectweddingguide.com/|1
89387375|38|wedding budget calculator|http://pittsburgh.perfectweddingguide.com/|3
28823178|30|wedding budget calculator|http://pittsburgh.perfectweddingguide.com/|0
95485632|28|wedding budget calculator|http://pittsburgh.perfectweddingguide.com/|-1
23829497|25|wedding budget calculator|http://pittsburgh.perfectweddingguide.com/|3
15936088|31|wedding budget calculator|http://en.wikipedia.org/wiki/Whose_Wedding_Is_It_Anyway?|2
18701702|568|wedding budget calculator|http://en.wikipedia.org/wiki/Whose_Wedding_Is_It_Anyway?|2
20577687|41|wedding budget calculator|http://en.wikipedia.org/wiki/Whose_Wedding_Is_It_Anyway?|0
28823178|38|wedding budget calculator|http://en.wikipedia.org/wiki/Whose_Wedding_Is_It_Anyway?|3
46413109|29|wedding budget calculator|http://en.wikipedia.org/wiki/Whose_Wedding_Is_It_Anyway?|0
46413109|10|wedding budget calculator|http://www.8ws.org/wedding-budget-planner.htm|3
21129926|38|wedding budget calculator|http://www.8ws.org/wedding-budget-planner.htm|3
28823178|28|wedding budget calculator|http://www.8ws.org/wedding-budget-planner.htm|3
15936088|36|wedding budget calculator|http://www.8ws.org/wedding-budget-planner.htm|3
53473290|25|wedding budget calculator|http://www.8ws.org/wedding-budget-planner.htm|3
81679165|250|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-budget.htm|2
46413109|4|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-budget.htm|3
15936088|33|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-budget.htm|2
28823178|27|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-budget.htm|3
18701702|68|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-budget.htm|3
89387375|131|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Bridal-Fashions.html|-1
46413109|8|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Bridal-Fashions.html|-1
89410112|30|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Bridal-Fashions.html|-1
15936088|25|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Bridal-Fashions.html|0
28823178|21|wedding budget calculator|http://www.groomsonline.com/index.php/Vendor-Directory/Bridal-Fashions.html|1
28823178|19|wedding budget calculator|http://www.wedding-needs.com/wedding-budget.asp|1
82152269|42|wedding budget calculator|http://www.wedding-needs.com/wedding-budget.asp|1
53473290|13|wedding budget calculator|http://www.wedding-needs.com/wedding-budget.asp|3
15936088|40|wedding budget calculator|http://www.wedding-needs.com/wedding-budget.asp|2
46413109|10|wedding budget calculator|http://www.wedding-needs.com/wedding-budget.asp|3
28823178|20|wedding budget calculator|http://philadelphia.perfectweddingguide.com/|3
46413109|74|wedding budget calculator|http://philadelphia.perfectweddingguide.com/|1
89410112|26|wedding budget calculator|http://philadelphia.perfectweddingguide.com/|2
32705082|27|wedding budget calculator|http://philadelphia.perfectweddingguide.com/|1
15936088|38|wedding budget calculator|http://philadelphia.perfectweddingguide.com/|2
28823178|19|wedding budget calculator|http://wedding-planner.fimark.net/reserving-rental-equipment-reception.html|3
46413109|5|wedding budget calculator|http://wedding-planner.fimark.net/reserving-rental-equipment-reception.html|1
53473290|12|wedding budget calculator|http://wedding-planner.fimark.net/reserving-rental-equipment-reception.html|3
89387375|66|wedding budget calculator|http://wedding-planner.fimark.net/reserving-rental-equipment-reception.html|1
72465272|42|wedding budget calculator|http://wedding-planner.fimark.net/reserving-rental-equipment-reception.html|-1
66294383|41|wedding budget calculator|http://www.easyweddings.com.au/myweb/default.asp|2
28823178|17|wedding budget calculator|http://www.easyweddings.com.au/myweb/default.asp|3
95485632|101|wedding budget calculator|http://www.easyweddings.com.au/myweb/default.asp|2
46413109|16|wedding budget calculator|http://www.easyweddings.com.au/myweb/default.asp|1
15936088|36|wedding budget calculator|http://www.easyweddings.com.au/myweb/default.asp|2
66294383|22|wedding budget calculator|http://www.fivethings.com/Planning-A-Wedding.html|-1
15936088|32|wedding budget calculator|http://www.fivethings.com/Planning-A-Wedding.html|-1
28823178|18|wedding budget calculator|http://www.fivethings.com/Planning-A-Wedding.html|-1
46413109|4|wedding budget calculator|http://www.fivethings.com/Planning-A-Wedding.html|3
18701702|35|wedding budget calculator|http://www.fivethings.com/Planning-A-Wedding.html|-1
28823178|35|wedding budget calculator|http://www.pc-calculators.com/articles/creating-a-wedding-budget-you-can-afford.a65.htm|3
46413109|5|wedding budget calculator|http://www.pc-calculators.com/articles/creating-a-wedding-budget-you-can-afford.a65.htm|1
89410112|116|wedding budget calculator|http://www.pc-calculators.com/articles/creating-a-wedding-budget-you-can-afford.a65.htm|0
15936088|28|wedding budget calculator|http://www.pc-calculators.com/articles/creating-a-wedding-budget-you-can-afford.a65.htm|3
89387375|57|wedding budget calculator|http://www.pc-calculators.com/articles/creating-a-wedding-budget-you-can-afford.a65.htm|3
28823178|118|wedding budget calculator|http://www.projectwedding.com/wiki/show/budget|3
66294383|64|wedding budget calculator|http://www.projectwedding.com/wiki/show/budget|1
72465272|121|wedding budget calculator|http://www.projectwedding.com/wiki/show/budget|3
15936088|54|wedding budget calculator|http://www.projectwedding.com/wiki/show/budget|1
78420884|13|wedding budget calculator|http://www.projectwedding.com/wiki/show/budget|3
21577399|57|wedding budget calculator|http://weddings.about.com/library/nbudgetworksheet.htm|3
42495638|13|wedding budget calculator|http://weddings.about.com/library/nbudgetworksheet.htm|1
15936088|25|wedding budget calculator|http://weddings.about.com/library/nbudgetworksheet.htm|2
95485632|112|wedding budget calculator|http://weddings.about.com/library/nbudgetworksheet.htm|3
28823178|18|wedding budget calculator|http://weddings.about.com/library/nbudgetworksheet.htm|-1
66294383|119|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-organizer.htm|0
20577687|37|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-organizer.htm|3
28823178|14|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-organizer.htm|1
46413109|19|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-organizer.htm|3
15936088|21|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-organizer.htm|2
66294383|28|wedding budget calculator|http://www.partypop.com/budget_calculator.htm|3
46413109|11|wedding budget calculator|http://www.partypop.com/budget_calculator.htm|1
28823178|18|wedding budget calculator|http://www.partypop.com/budget_calculator.htm|3
15936088|35|wedding budget calculator|http://www.partypop.com/budget_calculator.htm|2
17896755|81|wedding budget calculator|http://www.partypop.com/budget_calculator.htm|3
32705082|33|wedding budget calculator|http://wedding-planner.fimark.net/wedding-cakes.html|2
15936088|20|wedding budget calculator|http://wedding-planner.fimark.net/wedding-cakes.html|1
46413109|8|wedding budget calculator|http://wedding-planner.fimark.net/wedding-cakes.html|2
28823178|18|wedding budget calculator|http://wedding-planner.fimark.net/wedding-cakes.html|3
66294383|27|wedding budget calculator|http://wedding-planner.fimark.net/wedding-cakes.html|1
46413109|4|wedding budget calculator|http://www.costofwedding.com/|3
89410112|35|wedding budget calculator|http://www.costofwedding.com/|1
28823178|96|wedding budget calculator|http://www.costofwedding.com/|3
32705082|25|wedding budget calculator|http://www.costofwedding.com/|3
15936088|38|wedding budget calculator|http://www.costofwedding.com/|1
15936088|48|wedding budget calculator|http://www.partypop.com/|2
28823178|33|wedding budget calculator|http://www.partypop.com/|1
46413109|7|wedding budget calculator|http://www.partypop.com/|3
42495638|12|wedding budget calculator|http://www.partypop.com/|1
20577687|43|wedding budget calculator|http://www.partypop.com/|2
66294383|21|wedding budget calculator|http://www.riweddingguide.com/planning/costs/costs.htm|1
28823178|13|wedding budget calculator|http://www.riweddingguide.com/planning/costs/costs.htm|3
15936088|34|wedding budget calculator|http://www.riweddingguide.com/planning/costs/costs.htm|2
46413109|16|wedding budget calculator|http://www.riweddingguide.com/planning/costs/costs.htm|3
89410112|31|wedding budget calculator|http://www.riweddingguide.com/planning/costs/costs.htm|1
52563451|20|wedding budget calculator|http://www.southcoastweddingbells.com/signup.shtml|1
46413109|5|wedding budget calculator|http://www.southcoastweddingbells.com/signup.shtml|0
15936088|46|wedding budget calculator|http://www.southcoastweddingbells.com/signup.shtml|0
18701702|61|wedding budget calculator|http://www.southcoastweddingbells.com/signup.shtml|1
28823178|19|wedding budget calculator|http://www.southcoastweddingbells.com/signup.shtml|1
46413109|7|wedding budget calculator|http://www.groomsonline.com/index.php/Groom-Planning/|-1
28823178|15|wedding budget calculator|http://www.groomsonline.com/index.php/Groom-Planning/|-1
52563451|17|wedding budget calculator|http://www.groomsonline.com/index.php/Groom-Planning/|2
78420884|15|wedding budget calculator|http://www.groomsonline.com/index.php/Groom-Planning/|-1
15936088|20|wedding budget calculator|http://www.groomsonline.com/index.php/Groom-Planning/|0
28823178|38|wedding budget calculator|http://uk.partypop.com/about.html|3
78420884|17|wedding budget calculator|http://uk.partypop.com/about.html|3
76761592|90|wedding budget calculator|http://uk.partypop.com/about.html|2
15936088|18|wedding budget calculator|http://uk.partypop.com/about.html|2
53473290|46|wedding budget calculator|http://uk.partypop.com/about.html|2
28823178|48|the current|http://www.smokefreekids.com/medbooks/physiolo.htm|0
15936088|82|the current|http://www.smokefreekids.com/medbooks/physiolo.htm|-1
89410112|57|the current|http://www.smokefreekids.com/medbooks/physiolo.htm|0
46413109|7|the current|http://www.smokefreekids.com/medbooks/physiolo.htm|0
66294383|22|the current|http://www.smokefreekids.com/medbooks/physiolo.htm|0
89410112|40|the current|http://www.adobe.com/products/flashplayer/|0
68905355|26|the current|http://www.adobe.com/products/flashplayer/|0
15936088|23|the current|http://www.adobe.com/products/flashplayer/|0
46413109|6|the current|http://www.adobe.com/products/flashplayer/|0
28823178|46|the current|http://www.adobe.com/products/flashplayer/|0
43975623|28|rick warren|http://www.brainyquote.com/quotes/authors/r/rick_warren.html|3
20489447|90|rick warren|http://www.brainyquote.com/quotes/authors/r/rick_warren.html|0
36625377|24|rick warren|http://www.brainyquote.com/quotes/authors/r/rick_warren.html|2
42253751|81|rick warren|http://www.brainyquote.com/quotes/authors/r/rick_warren.html|2
58900446|25|rick warren|http://www.brainyquote.com/quotes/authors/r/rick_warren.html|1
43975623|62|rick warren|http://christian-book-store.christiansunite.com/author/Rick-Warren/|1
42253751|10|rick warren|http://christian-book-store.christiansunite.com/author/Rick-Warren/|1
79730905|18|rick warren|http://christian-book-store.christiansunite.com/author/Rick-Warren/|0
20489447|35|rick warren|http://christian-book-store.christiansunite.com/author/Rick-Warren/|2
42680715|25|rick warren|http://christian-book-store.christiansunite.com/author/Rick-Warren/|2
58900446|43|rick warren|http://pajamasmedia.com/blog/not-all-gays-have-a-problem-with-rick-warren/|3
43975623|435|rick warren|http://pajamasmedia.com/blog/not-all-gays-have-a-problem-with-rick-warren/|0
42680715|24|rick warren|http://pajamasmedia.com/blog/not-all-gays-have-a-problem-with-rick-warren/|0
